Identificador,Producto,Categoria,Precio
9322,Polo Lacoste 1591,Ropa,425.92
9323,Cámara Canon 9499,Electrónica,6858.94
9324,Refrigerador Mabe 1444,Hogar,7803.22
9325,Rompecabezas Ravensburger 3024,Juguetes,4086.95
9326,Cámara Canon 3598,Electrónica,12499.64
9327,Cuaderno Oxford 4760,Papelería,2160.69
9328,Laptop Lenovo 1784,Electrónica,19025.44
9329,Marcadores Sharpie 6085,Papelería,10187.25
9330,Carro Hot Wheels 4272,Juguetes,13115.31
9331,Pantalón Levi's 9846,Ropa,12377.14
9332,Smartwatch Garmin 8119,Electrónica,19715.37
9333,Post-it 3M 9265,Papelería,8597.11
9334,Sandalias Crocs 7551,Calzado,14386.89
9335,Tenis Vans 4023,Calzado,4329.85
9336,Smartwatch Garmin 8708,Electrónica,5510.71
9337,Tablet Apple 209,Electrónica,1493.37
9338,Post-it 3M 1341,Papelería,13028.29
9339,Microondas Samsung 8525,Hogar,18928.33
9340,Monitor Dell 117,Electrónica,9904.46
9341,Drone DJI Mini 402,Juguetes,6711.7
9342,Tacones Steve Madden 5598,Calzado,13372.48
9343,Botines Dr Martens 5969,Calzado,325.48
9344,Bocina JBL 3524,Electrónica,9597.82
9345,Sudadera Adidas 2469,Ropa,18364.05
9346,Aspiradora Dyson 3812,Hogar,18090.21
9347,Pelota Nerf 9312,Juguetes,2450.53
9348,Corrector Paper Mate 8678,Papelería,6338.94
9349,Traje Hugo Boss 9223,Ropa,10967.35
9350,Jeans Wrangler 9526,Ropa,4728.37
9351,Drone DJI Mini 8744,Juguetes,16898.83
9352,Pantalón Levi's 4273,Ropa,14718.25
9353,Tacones Steve Madden 2307,Calzado,1744.09
9354,Puzzle 3D CubicFun 6346,Juguetes,12740.89
9355,Muñeca Barbie 207,Juguetes,18713.08
9356,Post-it 3M 9122,Papelería,15328.89
9357,Televisor LG 1394,Electrónica,12644.44
9358,Monitor Dell 2209,Electrónica,8603.79
9359,Pelota Nerf 7072,Juguetes,16058.17
9360,Zapatillas Skechers 8529,Calzado,9050.58
9361,Lego Star Wars 2668,Juguetes,17852.72
9362,Corrector Paper Mate 2287,Papelería,5057.23
9363,Batidora KitchenAid 481,Hogar,10690.57
9364,Carro Hot Wheels 7015,Juguetes,18794.79
9365,Zapatillas Skechers 7887,Calzado,13719.45
9366,Monitor Dell 1418,Electrónica,16840.25
9367,Tacones Steve Madden 2759,Calzado,11032.91
9368,Audífonos Sony 9081,Electrónica,13558.9
9369,Refrigerador Mabe 5166,Hogar,16112.5
9370,Carpeta Office Depot 5835,Papelería,1225.55
9371,Short Puma 2380,Ropa,11150.61
9372,Lapicera Maped 6816,Papelería,19847.59
9373,Televisor LG 9099,Electrónica,11177.32
9374,Botines Dr Martens 2532,Calzado,2525.4
9375,Tacones Steve Madden 1,Calzado,3779.59
9376,Microondas Samsung 9940,Hogar,7583.76
9377,Cuaderno Oxford 6609,Papelería,4828.46
9378,Bocina JBL 4858,Electrónica,10437.69
9379,Laptop Lenovo 1101,Electrónica,1341.33
9380,Tostadora Hamilton 8047,Hogar,6090.2
9381,Falda Bershka 8089,Ropa,922.21
9382,Sudadera Adidas 147,Ropa,19481.14
9383,Sudadera Adidas 4817,Ropa,16361.69
9384,Mocasines Gucci 3681,Calzado,10061.25
9385,Cámara Canon 9807,Electrónica,13196
9386,Consola Xbox 5622,Electrónica,7495.1
9387,Botines Dr Martens 8218,Calzado,9418.89
9388,Tablet Apple 8317,Electrónica,2724.72
9389,Marcadores Sharpie 8018,Papelería,12203.01
9390,Zapatos Clarks 2824,Calzado,9783.27
9391,Smartwatch Garmin 1027,Electrónica,11643.27
9392,Sandalias Crocs 7030,Calzado,18285.48
9393,Ventilador Taurus 7944,Hogar,18909.71
9394,Pantalón Levi's 6041,Ropa,594.65
9395,Tijeras Fiskars 5055,Papelería,19049.6
9396,Audífonos Sony 3741,Electrónica,15541.25
9397,Botines Dr Martens 4852,Calzado,2568.17
9398,Traje Hugo Boss 3209,Ropa,11606.15
9399,Pantalón Levi's 3604,Ropa,6719.08
9400,Puzzle 3D CubicFun 1840,Juguetes,10217.96
9401,Lapicera Maped 7127,Papelería,4894.25
9402,Televisor LG 8229,Electrónica,5221.17
9403,Puzzle 3D CubicFun 1966,Juguetes,14457.22
9404,Smartwatch Garmin 378,Electrónica,7895.53
9405,Audífonos Sony 4427,Electrónica,4799.2
9406,Zapatillas Skechers 3187,Calzado,11012.55
9407,Tenis Converse 8186,Calzado,11087.06
9408,Lapicera Maped 7269,Papelería,6186.33
9409,Post-it 3M 1941,Papelería,11289.62
9410,Mocasines Gucci 3897,Calzado,17576.67
9411,Carro Hot Wheels 7425,Juguetes,10033.55
9412,Lego Star Wars 6506,Juguetes,4907.7
9413,Consola Xbox 5880,Electrónica,7871.75
9414,Sudadera Adidas 6950,Ropa,3555.18
9415,Jeans Wrangler 3728,Ropa,12664.18
9416,Muñeca Barbie 3976,Juguetes,10073.22
9417,Resaltadores Stabilo 4929,Papelería,5742.84
9418,Pluma Bic 227,Papelería,386.39
9419,Polo Lacoste 6711,Ropa,1638.65
9420,Aspiradora Dyson 6448,Hogar,11611.71
9421,Tenis Vans 1561,Calzado,2879.54
9422,Zapatos Clarks 4646,Calzado,7223.62
9423,Carro Hot Wheels 6020,Juguetes,1682.21
9424,Cuaderno Oxford 945,Papelería,16507.29
9425,Vestido Zara 7063,Ropa,7166.38
9426,Plancha Philips 562,Hogar,12859.56
9427,Botas Timberland 8163,Calzado,1319.18
9428,Chanclas Adidas 6795,Calzado,5274.89
9429,Pluma Bic 4860,Papelería,14209.84
9430,Traje Hugo Boss 5390,Ropa,4635.51
9431,Lego Star Wars 9761,Juguetes,8853.87
9432,Resaltadores Stabilo 289,Papelería,7189.11
9433,Set Playmobil 6261,Juguetes,9125.69
9434,Tacones Steve Madden 1143,Calzado,10105.01
9435,Ventilador Taurus 8981,Hogar,3071.12
9436,Tablet Apple 5682,Electrónica,19249.89
9437,Bocina JBL 4536,Electrónica,1867.02
9438,Pluma Bic 8258,Papelería,3804.92
9439,Short Puma 5758,Ropa,576.1
9440,Zapatillas Skechers 5878,Calzado,14297.04
9441,Tostadora Hamilton 8779,Hogar,17326.07
9442,Bocina JBL 1935,Electrónica,17043.83
9443,Short Puma 3423,Ropa,4768.95
9444,Sandalias Crocs 1614,Calzado,19691.65
9445,Sandalias Crocs 6151,Calzado,2060.87
9446,Cafetera Nespresso 6710,Hogar,13000
9447,Microondas Samsung 534,Hogar,19090.25
9448,Rompecabezas Ravensburger 6120,Juguetes,8679.92
9449,Cámara Canon 9314,Electrónica,1108.79
9450,Tren Thomas 8451,Juguetes,9374.6
9451,Mocasines Gucci 842,Calzado,2986.56
9452,Chamarra North Face 3988,Ropa,803.5
9453,Mocasines Gucci 6792,Calzado,13726.06
9454,Libreta 90 hojas Scribe 7317,Papelería,14711.33
9455,Post-it 3M 1830,Papelería,11105
9456,Carro Hot Wheels 1854,Juguetes,4799.87
9457,Corrector Paper Mate 8967,Papelería,10748.3
9458,Pluma Bic 1958,Papelería,14226.23
9459,Lego Star Wars 5408,Juguetes,502.66
9460,Puzzle 3D CubicFun 2604,Juguetes,2285.91
9461,Botas Timberland 6482,Calzado,14874.06
9462,Libreta 90 hojas Scribe 5285,Papelería,18617.64
9463,Tenis Converse 1506,Calzado,3079.2
9464,Traje Hugo Boss 2167,Ropa,13688.15
9465,Set Playmobil 787,Juguetes,8552
9466,Botas Timberland 6104,Calzado,992.87
9467,Muñeca Barbie 447,Juguetes,8968.77
9468,Sandalias Crocs 130,Calzado,12551.85
9469,Post-it 3M 8972,Papelería,15782.28
9470,Carpeta Office Depot 620,Papelería,9704.22
9471,Resaltadores Stabilo 3138,Papelería,17126.68
9472,Botines Dr Martens 5339,Calzado,3672.76
9473,Smartwatch Garmin 3158,Electrónica,8444.57
9474,Tacones Steve Madden 9939,Calzado,18643.12
9475,Camiseta marca Nike 6843,Ropa,4937.68
9476,Zapatos Clarks 6822,Calzado,6840.82
9477,Post-it 3M 4738,Papelería,1320.78
9478,Muñeca Barbie 8528,Juguetes,552.4
9479,Vestido Zara 6087,Ropa,3741.69
9480,Pantalón Levi's 9325,Ropa,3308.64
9481,Consola Xbox 9921,Electrónica,15806.38
9482,Tablet Apple 6667,Electrónica,19157.4
9483,Camiseta marca Nike 7370,Ropa,10150.39
9484,Corrector Paper Mate 151,Papelería,11134.76
9485,Post-it 3M 3275,Papelería,14694.84
9486,Zapatillas Skechers 7046,Calzado,465.44
9487,Figura Funko Pop 4335,Juguetes,2098.46
9488,Vestido Zara 3101,Ropa,18387.53
9489,Camiseta marca Nike 5577,Ropa,16719.99
9490,Corrector Paper Mate 6491,Papelería,8589.73
9491,Zapatillas Skechers 1980,Calzado,346.59
9492,Vestido Zara 4029,Ropa,1195.74
9493,Horno Whirlpool 9952,Hogar,19859.96
9494,Traje Hugo Boss 3021,Ropa,15023.56
9495,Batidora KitchenAid 5095,Hogar,5809.11
9496,Chanclas Adidas 6020,Calzado,6824.86
9497,Tenis Converse 5962,Calzado,17148.93
9498,Lego Star Wars 845,Juguetes,4467.3
9499,Vestido Zara 7194,Ropa,12112.23
9500,Tenis Converse 8249,Calzado,5684.71
9501,Televisor LG 5208,Electrónica,7364.93
9502,Pluma Bic 8074,Papelería,6668.28
9503,Laptop Lenovo 833,Electrónica,4576.72
9504,Lapicera Maped 8286,Papelería,9634.15
9505,Zapatos Clarks 6802,Calzado,5687.24
9506,Cuaderno Oxford 2501,Papelería,17905.22
9507,Chanclas Adidas 3565,Calzado,7234.61
9508,Tenis Converse 1879,Calzado,11484.29
9509,Figura Funko Pop 2462,Juguetes,18710.15
9510,Jeans Wrangler 1552,Ropa,13776.19
9511,Cámara Canon 2920,Electrónica,12261.67
9512,Lego Star Wars 2084,Juguetes,16417.48
9513,Plancha Philips 8290,Hogar,7021.1
9514,Marcadores Sharpie 1366,Papelería,13682.54
9515,Resaltadores Stabilo 7249,Papelería,13087.5
9516,Tacones Steve Madden 7037,Calzado,8135.98
9517,Post-it 3M 5542,Papelería,7041.64
9518,Chanclas Adidas 9038,Calzado,7127.59
9519,Camiseta marca Nike 4080,Ropa,9447.84
9520,Refrigerador Mabe 4762,Hogar,2124.85
9521,Televisor LG 8137,Electrónica,16249.77
9522,Resaltadores Stabilo 1483,Papelería,4780.08
9523,Plancha Philips 5069,Hogar,15554.92
9524,Corrector Paper Mate 8922,Papelería,14072.85
9525,Figura Funko Pop 7026,Juguetes,18515.64
9526,Chamarra North Face 5273,Ropa,12051.61
9527,Tacones Steve Madden 1374,Calzado,9786.25
9528,Vestido Zara 7127,Ropa,2869.89
9529,Botas Timberland 6013,Calzado,12974.29
9530,Polo Lacoste 1926,Ropa,1376.67
9531,Set Playmobil 8607,Juguetes,11661.31
9532,Botines Dr Martens 4411,Calzado,18333.46
9533,Licuadora Oster 7472,Hogar,6499.28
9534,Marcadores Sharpie 7547,Papelería,1620.22
9535,Audífonos Sony 2080,Electrónica,1318.89
9536,Lapicera Maped 7241,Papelería,6116.95
9537,Cuaderno Oxford 3608,Papelería,19029.98
9538,Horno Whirlpool 5348,Hogar,1763.21
9539,Puzzle 3D CubicFun 6750,Juguetes,6975.56
9540,Smartwatch Garmin 9686,Electrónica,7179.79
9541,Vestido Zara 409,Ropa,348.03
9542,Refrigerador Mabe 1337,Hogar,2252.9
9543,Pelota Nerf 7319,Juguetes,223.99
9544,Traje Hugo Boss 9332,Ropa,19199.16
9545,Ventilador Taurus 7349,Hogar,1398.74
9546,Puzzle 3D CubicFun 4189,Juguetes,13890.75
9547,Consola Xbox 9556,Electrónica,11271.95
9548,Horno Whirlpool 623,Hogar,17277.24
9549,Vestido Zara 9978,Ropa,4697.12
9550,Post-it 3M 9110,Papelería,2431.34
9551,Vestido Zara 109,Ropa,8553.17
9552,Lego Star Wars 6147,Juguetes,11157.15
9553,Pantalón Levi's 5897,Ropa,12829.75
9554,Chamarra North Face 3760,Ropa,16132.61
9555,Refrigerador Mabe 3845,Hogar,6753.67
9556,Post-it 3M 3098,Papelería,17706.85
9557,Botines Dr Martens 2117,Calzado,12476.01
9558,Vestido Zara 4284,Ropa,17395.8
9559,Post-it 3M 4290,Papelería,345.97
9560,Cuaderno Oxford 7720,Papelería,18753.39
9561,Teléfono Samsung 6082,Electrónica,16816.96
9562,Carro Hot Wheels 679,Juguetes,7665.79
9563,Tijeras Fiskars 4722,Papelería,699.37
9564,Tenis Vans 6286,Calzado,12435.03
9565,Rompecabezas Ravensburger 306,Juguetes,18622.33
9566,Batidora KitchenAid 6727,Hogar,752.75
9567,Pelota Nerf 5839,Juguetes,19666.58
9568,Refrigerador Mabe 7254,Hogar,19053.49
9569,Chamarra North Face 1998,Ropa,17831.14
9570,Drone DJI Mini 4442,Juguetes,4390.14
9571,Short Puma 683,Ropa,5019.11
9572,Zapatos Clarks 4716,Calzado,416.85
9573,Plancha Philips 4721,Hogar,13691.87
9574,Sandalias Crocs 8515,Calzado,15547.11
9575,Rompecabezas Ravensburger 2604,Juguetes,16874.08
9576,Tacones Steve Madden 3322,Calzado,15460.7
9577,Laptop Lenovo 8274,Electrónica,17247.72
9578,Aspiradora Dyson 4180,Hogar,17400.71
9579,Laptop Lenovo 5959,Electrónica,18105.26
9580,Carpeta Office Depot 7985,Papelería,15018.74
9581,Batidora KitchenAid 3120,Hogar,1023.39
9582,Drone DJI Mini 8639,Juguetes,766.61
9583,Carpeta Office Depot 3375,Papelería,17771.62
9584,Drone DJI Mini 597,Juguetes,2477.68
9585,Licuadora Oster 7236,Hogar,5372.84
9586,Bocina JBL 4547,Electrónica,11456.01
9587,Tenis Vans 864,Calzado,15275.69
9588,Carpeta Office Depot 6361,Papelería,8281.78
9589,Marcadores Sharpie 241,Papelería,3925.87
9590,Refrigerador Mabe 9271,Hogar,5499.51
9591,Corrector Paper Mate 4787,Papelería,8478.63
9592,Tablet Apple 4415,Electrónica,930.92
9593,Cámara Canon 6300,Electrónica,1171.65
9594,Lego Star Wars 8290,Juguetes,15232.99
9595,Sudadera Adidas 635,Ropa,15532.42
9596,Zapatos Clarks 9432,Calzado,7723.63
9597,Mocasines Gucci 8736,Calzado,2094.46
9598,Plancha Philips 6224,Hogar,9259.99
9599,Pelota Nerf 6492,Juguetes,18028.01
9600,Sandalias Crocs 7062,Calzado,6212.53
9601,Zapatillas Skechers 8537,Calzado,2142.25
9602,Sudadera Adidas 2416,Ropa,3637.77
9603,Jeans Wrangler 2217,Ropa,12256.18
9604,Horno Whirlpool 3767,Hogar,16581.01
9605,Sandalias Crocs 3385,Calzado,6223.19
9606,Drone DJI Mini 5212,Juguetes,880.06
9607,Cafetera Nespresso 6035,Hogar,10682.49
9608,Ventilador Taurus 6132,Hogar,11271.47
9609,Sandalias Crocs 5725,Calzado,7842.57
9610,Muñeca Barbie 9750,Juguetes,781.39
9611,Figura Funko Pop 9383,Juguetes,8801.78
9612,Licuadora Oster 3663,Hogar,7634.45
9613,Smartwatch Garmin 9130,Electrónica,13238.05
9614,Sandalias Crocs 5586,Calzado,7605.32
9615,Falda Bershka 5079,Ropa,12782.97
9616,Audífonos Sony 8062,Electrónica,9207.42
9617,Lego Star Wars 8665,Juguetes,14701.5
9618,Drone DJI Mini 384,Juguetes,9822.4
9619,Laptop Lenovo 9241,Electrónica,9209
9620,Carro Hot Wheels 9057,Juguetes,1386.5
9621,Marcadores Sharpie 4110,Papelería,282.15
9622,Carpeta Office Depot 4459,Papelería,3778.4
9623,Post-it 3M 9093,Papelería,15098.38
9624,Tren Thomas 7975,Juguetes,11932.57
9625,Botas Timberland 1922,Calzado,10475.2
9626,Sudadera Adidas 4068,Ropa,3419.89
9627,Pluma Bic 1939,Papelería,17157.91
9628,Polo Lacoste 8647,Ropa,14425.98
9629,Falda Bershka 6492,Ropa,6359.42
9630,Pelota Nerf 3208,Juguetes,12274.7
9631,Corrector Paper Mate 3151,Papelería,17286.66
9632,Sandalias Crocs 401,Calzado,7538.9
9633,Monitor Dell 2736,Electrónica,16293.96
9634,Carro Hot Wheels 8792,Juguetes,13899.62
9635,Traje Hugo Boss 2547,Ropa,13390.43
9636,Chanclas Adidas 4026,Calzado,11847.9
9637,Lapicera Maped 7187,Papelería,7702.76
9638,Teléfono Samsung 2487,Electrónica,6328.47
9639,Muñeca Barbie 9042,Juguetes,12929.27
9640,Refrigerador Mabe 4812,Hogar,14321.5
9641,Post-it 3M 7327,Papelería,11659.63
9642,Mocasines Gucci 3169,Calzado,10396.79
9643,Sandalias Crocs 3427,Calzado,8122.26
9644,Rompecabezas Ravensburger 4268,Juguetes,7071.13
9645,Audífonos Sony 6747,Electrónica,896.61
9646,Audífonos Sony 902,Electrónica,11231.16
9647,Mocasines Gucci 8458,Calzado,1609.75
9648,Pelota Nerf 8201,Juguetes,18742.9
9649,Horno Whirlpool 3178,Hogar,17873.03
9650,Botas Timberland 6664,Calzado,10836.8
9651,Falda Bershka 9234,Ropa,4684.43
9652,Chanclas Adidas 6524,Calzado,5326.51
9653,Cafetera Nespresso 1305,Hogar,6680.13
9654,Aspiradora Dyson 8853,Hogar,12922.13
9655,Muñeca Barbie 3664,Juguetes,16381.03
9656,Horno Whirlpool 5414,Hogar,17087.92
9657,Libreta 90 hojas Scribe 4971,Papelería,6032.6
9658,Refrigerador Mabe 7218,Hogar,7409.84
9659,Chamarra North Face 6515,Ropa,9737.18
9660,Puzzle 3D CubicFun 246,Juguetes,5542.28
9661,Plancha Philips 8935,Hogar,464.23
9662,Marcadores Sharpie 7447,Papelería,18940.93
9663,Horno Whirlpool 69,Hogar,6270.8
9664,Aspiradora Dyson 2350,Hogar,8420.38
9665,Pelota Nerf 4311,Juguetes,8406.5
9666,Microondas Samsung 5837,Hogar,1064.9
9667,Marcadores Sharpie 9392,Papelería,12899.99
9668,Figura Funko Pop 4518,Juguetes,12901.86
9669,Consola Xbox 6863,Electrónica,900.57
9670,Aspiradora Dyson 5641,Hogar,1664.84
9671,Tostadora Hamilton 942,Hogar,3491.16
9672,Lapicera Maped 8292,Papelería,1949.8
9673,Carpeta Office Depot 7559,Papelería,6349.73
9674,Batidora KitchenAid 2348,Hogar,12028.35
9675,Batidora KitchenAid 5329,Hogar,16006.23
9676,Figura Funko Pop 7984,Juguetes,5486.78
9677,Pantalón Levi's 2371,Ropa,14301.15
9678,Tenis Vans 1383,Calzado,11030
9679,Muñeca Barbie 2179,Juguetes,12440.86
9680,Polo Lacoste 8060,Ropa,1126.93
9681,Horno Whirlpool 4870,Hogar,3284.51
9682,Laptop Lenovo 5713,Electrónica,17674.28
9683,Polo Lacoste 1542,Ropa,11016.52
9684,Traje Hugo Boss 2870,Ropa,3236.43
9685,Pantalón Levi's 6746,Ropa,7445.25
9686,Camiseta marca Nike 722,Ropa,16806.21
9687,Consola Xbox 3591,Electrónica,4917.47
9688,Refrigerador Mabe 3399,Hogar,7167.22
9689,Pluma Bic 9348,Papelería,1817.52
9690,Pelota Nerf 4731,Juguetes,19692.16
9691,Chanclas Adidas 2913,Calzado,912.49
9692,Ventilador Taurus 37,Hogar,2213.05
9693,Lego Star Wars 4909,Juguetes,8389.05
9694,Cuaderno Oxford 5157,Papelería,12141.97
9695,Rompecabezas Ravensburger 7108,Juguetes,16823.66
9696,Refrigerador Mabe 5509,Hogar,3405.53
9697,Rompecabezas Ravensburger 6315,Juguetes,9883.64
9698,Teléfono Samsung 3316,Electrónica,9361.4
9699,Rompecabezas Ravensburger 760,Juguetes,15581.76
9700,Horno Whirlpool 7486,Hogar,16194.17
9701,Tablet Apple 4683,Electrónica,11574.4
9702,Refrigerador Mabe 9893,Hogar,13607.84
9703,Post-it 3M 542,Papelería,13970.34
9704,Chamarra North Face 2013,Ropa,11492.48
9705,Traje Hugo Boss 5105,Ropa,8282.73
9706,Carpeta Office Depot 5207,Papelería,2047.21
9707,Tostadora Hamilton 4108,Hogar,17235.51
9708,Tacones Steve Madden 5457,Calzado,18072.68
9709,Botines Dr Martens 1079,Calzado,2994.67
9710,Resaltadores Stabilo 9665,Papelería,12858.99
9711,Microondas Samsung 9457,Hogar,8524.8
9712,Bocina JBL 3120,Electrónica,11982.03
9713,Puzzle 3D CubicFun 1486,Juguetes,6409.08
9714,Carpeta Office Depot 5726,Papelería,19201.62
9715,Botines Dr Martens 7944,Calzado,8984.93
9716,Mocasines Gucci 9125,Calzado,8165.05
9717,Ventilador Taurus 1690,Hogar,5077.7
9718,Sandalias Crocs 7624,Calzado,19998.07
9719,Muñeca Barbie 413,Juguetes,13873.85
9720,Post-it 3M 9488,Papelería,15246.35
9721,Pelota Nerf 6612,Juguetes,17292.74
9722,Polo Lacoste 8918,Ropa,14598.46
9723,Tren Thomas 319,Juguetes,18840.63
9724,Post-it 3M 9688,Papelería,1903.03
9725,Batidora KitchenAid 951,Hogar,5567.94
9726,Traje Hugo Boss 1723,Ropa,17953.56
9727,Sudadera Adidas 6722,Ropa,17558.39
9728,Carpeta Office Depot 7488,Papelería,19019.21
9729,Lego Star Wars 7120,Juguetes,13548.09
9730,Tenis Converse 4423,Calzado,6478.52
9731,Televisor LG 3910,Electrónica,2304.95
9732,Botines Dr Martens 4373,Calzado,13750.63
9733,Puzzle 3D CubicFun 3450,Juguetes,65.63
9734,Jeans Wrangler 1032,Ropa,6734.85
9735,Short Puma 4045,Ropa,14832.23
9736,Teléfono Samsung 3249,Electrónica,13877.79
9737,Monitor Dell 2479,Electrónica,1693.64
9738,Batidora KitchenAid 5502,Hogar,1023.79
9739,Laptop Lenovo 9570,Electrónica,15464.94
9740,Horno Whirlpool 3417,Hogar,287.26
9741,Tren Thomas 9507,Juguetes,7002.16
9742,Carpeta Office Depot 3591,Papelería,18452.66
9743,Botas Timberland 9540,Calzado,13940.82
9744,Tenis Vans 5856,Calzado,15678.22
9745,Drone DJI Mini 5874,Juguetes,6743.24
9746,Libreta 90 hojas Scribe 2671,Papelería,11901.38
9747,Botines Dr Martens 1690,Calzado,11572.52
9748,Puzzle 3D CubicFun 8734,Juguetes,17929.43
9749,Cámara Canon 1125,Electrónica,2911.01
9750,Chamarra North Face 5095,Ropa,14662.94
9751,Bocina JBL 8722,Electrónica,9165.4
9752,Post-it 3M 1397,Papelería,3255.49
9753,Puzzle 3D CubicFun 9172,Juguetes,1027.58
9754,Plancha Philips 7149,Hogar,16415.89
9755,Set Playmobil 6517,Juguetes,10605.16
9756,Set Playmobil 8681,Juguetes,15206.34
9757,Bocina JBL 9312,Electrónica,924.54
9758,Camiseta marca Nike 8337,Ropa,19405.49
9759,Batidora KitchenAid 2080,Hogar,812.04
9760,Tablet Apple 8962,Electrónica,13801.32
9761,Pantalón Levi's 5639,Ropa,1994.81
9762,Plancha Philips 1662,Hogar,5116.78
9763,Figura Funko Pop 3841,Juguetes,13182.48
9764,Short Puma 8273,Ropa,12546.95
9765,Tijeras Fiskars 7487,Papelería,2762.24
9766,Refrigerador Mabe 9761,Hogar,9568.66
9767,Carpeta Office Depot 8650,Papelería,14449.27
9768,Ventilador Taurus 8128,Hogar,13825.89
9769,Muñeca Barbie 5440,Juguetes,19405.62
9770,Resaltadores Stabilo 6924,Papelería,3128.5
9771,Plancha Philips 9890,Hogar,7778.69
9772,Monitor Dell 2024,Electrónica,8121.5
9773,Plancha Philips 8279,Hogar,3773.05
9774,Tablet Apple 1095,Electrónica,14894.59
9775,Tacones Steve Madden 4091,Calzado,7271.23
9776,Botines Dr Martens 1599,Calzado,15931.44
9777,Cafetera Nespresso 9897,Hogar,5432.31
9778,Batidora KitchenAid 9135,Hogar,5246.65
9779,Tenis Vans 9986,Calzado,4285.86
9780,Refrigerador Mabe 4331,Hogar,3539.08
9781,Botines Dr Martens 7987,Calzado,10780.67
9782,Post-it 3M 4004,Papelería,11126.44
9783,Zapatos Clarks 9540,Calzado,19513.12
9784,Audífonos Sony 1439,Electrónica,4756.64
9785,Sandalias Crocs 5189,Calzado,15886.07
9786,Horno Whirlpool 1256,Hogar,2380.24
9787,Microondas Samsung 2852,Hogar,3078.55
9788,Plancha Philips 6006,Hogar,8987.72
9789,Chamarra North Face 413,Ropa,16942.49
9790,Pantalón Levi's 6905,Ropa,16043.9
9791,Set Playmobil 5606,Juguetes,3766.37
9792,Teléfono Samsung 7838,Electrónica,19951.47
9793,Teléfono Samsung 2729,Electrónica,1424.82
9794,Puzzle 3D CubicFun 3840,Juguetes,5222.89
9795,Mocasines Gucci 6867,Calzado,2838.89
9796,Botas Timberland 2434,Calzado,11482.05
9797,Set Playmobil 7020,Juguetes,10667.84
9798,Falda Bershka 6978,Ropa,13895.04
9799,Zapatillas Skechers 854,Calzado,10413.64
9800,Botines Dr Martens 1222,Calzado,12288.31
9801,Smartwatch Garmin 3885,Electrónica,1940.38
9802,Zapatos Clarks 7066,Calzado,10500.1
9803,Cámara Canon 3642,Electrónica,6969.1
9804,Carpeta Office Depot 1909,Papelería,14323.27
9805,Horno Whirlpool 192,Hogar,120.31
9806,Carro Hot Wheels 7550,Juguetes,5783.61
9807,Horno Whirlpool 3053,Hogar,16780.04
9808,Consola Xbox 8720,Electrónica,10079.78
9809,Plancha Philips 5847,Hogar,17503.02
9810,Televisor LG 6898,Electrónica,8354.74
9811,Consola Xbox 335,Electrónica,4501.51
9812,Zapatos Clarks 2773,Calzado,4594.29
9813,Smartwatch Garmin 819,Electrónica,3776.98
9814,Cuaderno Oxford 8671,Papelería,14043.82
9815,Lapicera Maped 1730,Papelería,3274.17
9816,Carro Hot Wheels 3473,Juguetes,9438.41
9817,Mocasines Gucci 5834,Calzado,17355.24
9818,Traje Hugo Boss 2321,Ropa,14864.24
9819,Figura Funko Pop 9785,Juguetes,14154.23
9820,Vestido Zara 539,Ropa,1837.31
9821,Puzzle 3D CubicFun 4086,Juguetes,17667.2
9822,Tenis Converse 3029,Calzado,2697.23
9823,Monitor Dell 5440,Electrónica,18220.95
